Zeitstempel,Enter your personal code or first name,Which sampling method did you use?,How long do you believe the mind wandering lasted approximately?,"Was your mind wandering social?
(this could mean anything from a conversation to only feeling the ""presence"" of others)","What was the type of interaction? 
(Select all that apply)",Felt Purpose (Select all that apply),Where emotions present in your mind wandering episode?,What was the general valence of your emotions? (Select all that apply),Rate overall intensity of emotions,"Did you feel like you decided to mind wander at some point?
(at the beginning or during the episode)",Did you feel as if you had control over your mind wandering during the episode?,How easily could you have stepped out of mind wandering?,How aware were you about your environment?,"Describe the mood of your mind wandering episode in max. three words. 
(For example joyful, kind, grateful, connected, focused, curious, mindful, relaxed, neutral, empty, playful, disinterested, distracted, restless, tired, anxious, overwhelmed, melancholic...)","Please describe your mind wandering: the context, where have you been, what did you do, and how did it start and end?",Describe what it was about (content) and how you experienced it (how it presented itself to you).,"Your comments: please add here any comments about the episode or the survey that you find relevant. Special cases of MW experience, something that happened, but didn't appear in the questionnaire, anything."
27.12.2022 13:54:12,1384,Purposeful sampling,< 1 Minute,Yes,"Conversation, Activity, Observing / Analysing others","Passive replaying of a memory, Active replaying of a memory",Yes,Positive,3,Yes,Yes,5,4,"Grateful, melancholic, nostalgic","My gaze falls upon the rows before me and I notice some friends I know back from school times. As I see them, I have to think about these times and how we hung out together back then and how different and yet how much the same they are in comparison to back then. I think of several things from these times, as well as other friends who moved in the ‚same circles‘. This happens over the course of around half a minute, until I decide to concentrate on the music again.","I have to think about the times in the last years of school, when we hung out regularly. This comes to me mainly as a collection of places (there are   Flashes of visual impressions/sceneries of some of the places we were hanging out at: im on a large meadow in Leipzig (Rosental), were sitting, someone plays ‚bierball’ in the background, a grill is running. I see the entrance to a cellar of another friend, which we used to party. I also have to think of some of those other friends, that I also don’t really see anymore. This however, only explicitly by their names and that also only after ‚just knowing‘ who they are. I also think about change of persons, or rather of relationships with people and that — while I do think that my old friends before me did change a lot — it also feels like they didn’t change at all but rather fulfill the roles and performances I attributed to them back then even more now. 
All of this is kind of colored by a mood of slight nostalgia and melancholy, but also appreciation, which leaves me with a rather calm and content feeling, from which I also come back to the concert.",
27.12.2022 13:56:32,1384,Purposeful sampling,< 1 Minute,Yes,"Activity, Observing / Analysing others",Playing around,I don't know,,,Yes,Yes,5,5,"Interested, curious, overwhelmed","As my brothers friend is playing his violin solo, my attention wanders from the music, to the kind of sound it consists of, to the movement of the player and then to the movement of the bow on the strings of the violin and how different sounds come to be with these movements. I ‚hear less and less‘ of the music, while getting into more and more considerations about The violin as an instrument and how it works and from there also to the bodily practice of playing this instrument. Following this, I notice again the sound the violin produces, as well as the accompanying singer and focus back on the music as such. ","As I Listen to the music, I notice a rearranging of the violin. This catches my attention and instead of focusing on the music as a whole, I’m focusing on the movements of the player, as well as the change of pitch and sound that comes with the movements of the violin bow on the strings. I visualize in my head (in some sort of visual scene combined with movement, but without persons) the threads of the bow going over single string making it vibrate and then imagine the hollow body of the violin itself. I then have to think about a conversation I had with my father about the price of those instruments and even just the violin bow. I don’t visualize this in any form, but I know that they are very old and that they become better over time. Following this, is a difficult to describe succession of thoughts about the relationships between the technology that are these instruments, their specific way of functioning and the the skill required to play them right. All of this comes in a very difficult to entangle mesh of thoughts. I know that these things and practices are part of the playing I hear right now but this comes to me as a very unorganized flood of different thoughts and ideas, which feels a bit overwhelming in trying to make sense of it. Overwhelmed as I am like this, I notice again the music and decide to ‚throw these thoughts out‘ and focus back on just that.",
27.12.2022 16:29:40,1384,Purposeful sampling,< 1 Minute,Yes,"Conversation, Activity, Observing / Analysing others, Observed by myself","Planning, Passive replaying of a memory, Imagination of future",I don't know,,,Yes,Yes,5,6,"Neutral, relaxed","Im at Home, coming fresh out shower, i don’t have much to do, walking through the flat putting stuff in washing machine.
While I’m walking through the I start thinking about a friend of mine calling a few minutes earlier (I missed it) and that him, my brother and me wanted to hang out later. A few seconds later I resolve the issue in my head and decide to write him in a minute and make that decision then. For a few further moments, I’m pondering on what we might do later on, then I notice that I’m wandering through the flat, as well as through my mind rather aimlessly and decide to go for something to eat in the kitchen.","As I start walking through the room, I very suddenly remember that I missed a call of a friend just a few minutes ago. I figure what it is about (or I think I do) and have to start to think about a good time for him to come over, such that I still can do some work. Instead of resolving this, I just as suddenly think of what we’re doing. In my mind I see the three of us chilling in my brothers room on the bed. The perspective with which I see this is from the foot end of the bed, from where i also see the rest of the bed-side of the room, there is a tv and a bookshelf to my left, i don’t actively see the shelf or the books though, I just know they are there. Furthermore, I also don’t see the order in which we are sitting on the bed, I just know we’re sitting there watching something, talking stupid stuff. 
The general mood, is positive, but not especially intense, it is rather a relaxed feeling.",
27.12.2022 19:16:27,1384,Purposeful sampling,< 1 Minute,Yes,"Conversation, Observing / Analysing others",Passive replaying of a memory,I don't know,,,No,"Both, it changed over time",4,3,Neutral,"I’m at home in the living room meditating when I have to think of the evening before, when I was drinking with some old friends from school friends. I think about stuff we talked about from their personal lifes. From there I drift to more general considerations about the specific professional occupation of being a lawyer. Then I notice my mindwandering and focus back on meditating.","During my meditation a vivid image from yesterday’s evening pops up in my awareness. However, in my mindwandering only the image on the phone and the scenery of our location (the bar) are the same as it actually happened The evening before. For example, in my mindwandering the phone is shown to me from the opposite site of the table we sit at (in reality I held the phone myself and got it handed from my left), but not by an identifiable individual. My other two friends are also just there, but without me seeing it, just knowing they are sitting next and in front of me at the table and The same goes of course for all other people in the bar, they are there but I don’t see them. Instead the details I do see very clearly, are the image itself, as well as what is on the table right in front of me (3 glasses, a package of coasters, a candle). Seeing this picture again (even if only imagined) makes me smirk and directly afterwards I notice my mindwandering and stop it.",
27.12.2022 19:40:14,1384,Purposeful sampling,< 1 Minute,No,,"Planning, Problem solving, Imagination of future",No,,,Yes,No,5,3,"Curious, neutral","
Im at Home on the couch, working on university stuff. I’m kind of bored and I lose focus on my work, drifting away and just kind of staring at the screen, seemingly without much thoughts. Then I remember my brother saying (10min ago or so) that we should go to the skateshop tomorrow. 
I also think about what I need to buy there and that there might also be something other than the stuff I know I need to buy. This goes on for a few seconds, before my attention falls back to the screen in front of me, urging me to concentrate on my work again. ","The thought that ‚kicks off‘ my mindwandering is a memory of my brother from 10 minutes ago. This went from some sort of ‚preunderstanding‘ of the fact that it happened, to a more audiovisual image of my brother standing in the door, saying ‚morgen skateshop?‘. I see this from my position on the couch, looking to my right toward the door.
Following that I think about what we need to get when we are there, and if we should bring the board to the store. I see — this time from a third person perspective — myself and my brother halfway to the skateshop at height of the entrance zoo in Leipzig but on the opposite boardwalk. My perspective is circa from the road and I see us walking past the bridge that is at this place. I’m walking on the left side (limited by the bridge railing) and my brother to my right. In his right hand I see the assembled skateboard. Seeing this I notice that it is actually impossible to construct the board, without buying the stuff in The skateshop in the first place. This feels a bit disruptive, or it makes the image Ingas in my mind feel ‚wrong‘, which kind of ‚pulls me out‘ of the episode. ",
27.12.2022 20:42:17,1384,Purposeful sampling,< 1 Minute,No,,"Passive replaying of a memory, Active replaying of a memory, Problem solving, Imagination of future",No,,,Yes,Yes,4,3,"Curious, determined, neutral","Im in the kitchen at my parents place eating something, next to me lies my iPad. Looking at it lying there, i think about updating some software on my iPad later. I know that I have to do this in my brothers room and his computer. I know the exact steps I have to do by hard and I roughly go through them in my head, picturing myself doing the installation step by step. After thinking a while about which specific way to do it, as well as the options I have for installing it successfully, I stop thinking about it and continue to prepare my meal.","As I see the iPad, I remember that I wanted to do the update for my tablet.   There is an instance of inner speech of me saying ‚du wolltest noch das Update machen!‘ but chronologically it feels like this sentence came after the remembering itself, which felt a bit sudden. Immediately after that, I‘ll probably do it later this evening and that I don’t want disturb my brother who is working. With this comes an inner visual image of the desk in my brothers room from my own perspective, standing slightly right in front of the desk. On the backside there is a large tv screen, serving as a monitor for the pc. I know what is showing on the Screen, but it is not part of the Visual image itself. What is shown on the screen, specifically one window with specific importance for me right now, is explicated in another inner image, but still, not in the highest detail. I know there are 2 written sentences in the window, as well as three buttons that have one word each on them, but I do not see the written words in my inner seeing, just a stylized, Rudimentary form of the window. Even though I do not see the words on the buttons, I know the function of each button, I.e. I know which one I‘d have to click and in my mind i do just that and it feels like that should be all there is to do. Then I snap out of the episode, going back to the food in front of me.",
28.12.2022 02:57:40,1384,Purposeful sampling,< 1 Minute,Yes,"Conversation, Observed by others, Observing / Analysing others","Passive replaying of a memory, Active replaying of a memory",Yes,"Negative, Neutral",4,No,"Both, it changed over time",3,4,"Interested, curious, slightly stressful","Im sitting at home, in The living room and read a book. It is really only afterwards, that notice I’m not reading anymore, after I come back from the mindwandering episode.
The first thing I remember of this episode, is one specific situation
From an evening a few years ago, around the same time as now, where I was visiting a friend. On my way there in my memory, I happen to meet a friend of my brother whom I also know very well. We have a short talk and he invites me to come by his place later were he’s hangin out later with my brother, but I’m somewhat in a hurry and the conversation ends kind of awkwardly. This feeling of awkwardness is what I remembered first and what got me into mindwandering through this memory. It feels like in reliving this memory, The chronological succession might be a bit out of line, with the awkward feeling the farewell had presenting the beginning of the episode of mindwandering, but with my memory including stuff before and after that. After that, thinking about the memory now, the absurdity of this awkward situation In retrospective makes me laugh a bit and then I focus back on the book I’m otherwise reading.","
The first instance of this episode is an image of me standing on a separating isle between two lanes on a Main Street. Behind me and in front of me are stoplights and there are around 7 meters of walkway. Here is also where I meet the friend of my brother. In all of this image there is not a lot of detail visually and there is also no real movement or talking as such, and rather only a Rough image of the location and less of the whole event itself.
The whole memory is colored emotionally by a strong feeling of awkwardness/cringe that colors the whole memory. This feeling of awkwardness is also the strongest association I have with the memory.
I also have to think about the interaction preceding this feeling and thinking back, I feel like being in a hurry, as if it is a problem if I don’t continue walking toward the place I’m heading. At the same time I feel like I cannot really walk by the friend I met without engaging for a bit. The same conflicting feeling intensifies during our short conversation as I’m also aware that I probably don’t seem very relaxed, which feels like it inhibits my capacity to communicate well. 
Following the memory, I ponder for a while at this feeling of awkwardness and I actually have to laugh silently, as looking back at it, feels a bit surreal and absurd, without any real explainable reason for being what it was. This laughing also disrupts the whole feeling (or the memory of it) and I concentrate on my book again.",
25.12.2022 16:42:16,1384,Purposeful sampling,< 1 Minute,Yes,"Conversation, Observing / Analysing others",Passive replaying of a memory,No,,,No,I don't know,3,4,Neutral,"Im sitting in the Christmas mass, listening to the speech of the pastor. One sentence kind of Leads my thoughts away from the Mass itself and I start to drift into the mindwandering episode. For about 20-30 seconds, I’m caught up in my daydreaming until i notice and focus back on my surroundings  ","I start to think about how a line from the mass could serve as a nice title and concept for a horror movie. I start from this sentence ‚.. beschütze uns wenn wir schlafen‘ and make ‚niemand beschützt [...] wenn wir schlafen‘. I repeat the original sentence with my own inner voice after hearing it and thinking about changing it. Following this, in my head, I speak to myself The second, changed sentence but when I think about it, only after I had some thoughts that were less formulated as a sentence and rather the idea at which points and of which potential concepts i would use change the meaning of the original sentence, such that the new title itself is rather an idea of a theme, than a formulated title that would definitely describe this theme. Then, I have to think about that it feels actually kind of inappropriate to follow this specific train of thought in this specific situation and also I that im mindwandering in the first place, a fact which ‚demands‘ of me to bring my attention back to the Christmas Mass, ending the Episode.",
15.12.2022 19:09:29,1692,Purposeful sampling,1 - 5 Minutes,Yes,"Conversation, Activity","Problem solving, Playing around, Investigating how I think about the topic",Yes,"Positive, Negative",3,I don't know,"Both, it changed over time",5,6,agitated interested stressed ,"I was riding my bike to the shopping mall to get present for christmas. It was in the afternoon and it was warmer than the last days. I was listening to a podcast on my headphones, and the traffic was not my focus. Navigating my bicycle through the streets and cars was not a big cognitive challenge. The podcast was about gender differences in dating and sex and about some scientific studies illuminating these fields and how the gamification and capitalisation of dating apps changes how people perceive these things. So I was listening and started mind wandering especially when the topic of young men and their drastic decrease of sexual activity within the last ten years came up. 
It ended a few minutes later (maybe 2-3) when I realized that I didn't listen anymore but I wanted to. So I went back in the podcast to the last thing I remembered.","The mind wandering started with the topic of young men having less sex nowadays than some decades ago. First, I was thinking of some individuals (male friends) who I consider to be in this group of sexually inactive men who actually want to be sexually active but can't and are rejected all the time.  I remember that the people I was talking to changed rapidly. First, it was the male friends, then soon, it was female friends. With the male friends I took a very understanding perspective - with the female ones, I imagined myself to be in the situation where I had to convince them that this is a real issue and that for some reason, this is often overlooked by many women. I think in the latter, my representations of these people were also answering more. So it was more like a discussion whereas first it was more like me listening to some people.  Emotionally, I remember feeling very soft and empathic with males and rather harsh and argumentative with the females. The latter was also more stressful and agitative...  Regarding agency within the MW, I feel like it started rather rapidly, triggered by the topic. I felt more passive in the first part, and more like I was actively forced to provide good arguments in the second. Maybe I was even more attentive and involved because of that.
I could see  the people every once in a while, maybe a picture of them sitting in front of me. But it felt like a byproduct and not of great importance. Even though the whole thing felt serious, I was not anxious or really bothered. It felt like a welcome way of daydreaming and investigating my own thoughts on this topic. ",This feels like a perfect example of how I perceive my overall MW style - but maybe only because I chose it purposefully 
15.12.2022 19:38:12,1692,Random sampling,< 1 Minute,Yes,Activity,Passive replaying of a memory,No,,,No,No,5,5,"happy, nostalgic","I was sitting at out kitchen table, listening to music and skimming through my old notebook, since I bought a new one today and wanted to look for interesting stuff in my old one. I was just reading like one sentence per page, many memories emerged immediately. But In the moment of the beep, I was in one particular memory and it was also a very very short episode, maybe amounting to 5-10 seconds. ","It was a very passive remembering of a specific situation during holidays in austria this summer in july. we were at a lake and suddenly a small truck/transporter came that was called the ""bible-mobil"". People got out of it and started building up a proper stage for a holy mass to start. It was mostly young people. Back then I was curious and surprised because I've never seen something like this before. And I remember me and my girlfriend kinda laughing at them.  This memory was elicited by reading these few lines and lasted only a few seconds until the beep came. But in general, I was in a nostalgic mood from reading many notes like this within the minutes before. But after each one, I decided to step out of MW and read the next one. This is also why I think agency and control are not so reliable in this example.  I was kind of allowing myself (but did not decide!) to drift away with each memory for a short time. but of course, I wouldn't know how this particular episode would have developed. I experienced it as very cozy, I saw the sun, my girlfriend and the funny bible-mobil. I would even say it was more visual (almost purely) than I perceive my MW usually. I cannot say a lot about temportal dynamics as it was too short. ",
15.12.2022 23:58:26,1692,Random sampling,< 1 Minute,No,,"Planning, Problem solving",No,,,Yes,Yes,5,4,"neutral, very clear","I was alone outside having a cigarette. The mind wandering started when I thought about the friend of a roommate of mine, who recently told me that he lived in Spitzbergen, the most northern part of norway for three months this year. I was playing around with this thought before, how it would be to live somewhere completely different, what I would do, if I could afford it etc. But this was only the introduction to my mind wandering. Actually, I was already out of these thought, but they triggered thinking about money and more recent plans that I have about the time when I'll be back in vienna. 
It ended  with the beep ;)","So only for a short amount of time, around a minute, I was thinking about how I could earn money. I was not really imagining myself in different situations/simulations but I was in a very calculator-like-mindset. I was thinking about numbers and salary, also about living expenses and how much a normal job would take away the possibility to travel. Maybe with this topic there was a slight negative emotion but the overall mood was still very neutral.I was sitting very still and thinking, hearing my own thoughts (I'm not entirely sure about that) and staring into the dark garden without focus. Although there was not really a task besides smoking the cigarette, I would say I was mind wandering because it felt ""catching myself"" when the beep came. I consciously decided to think about that topic in the beginning and still it felt like far away from my normal consciousness. 
","I was surprised about the ""sterility"" or neutrality of this episode. Only thoughts and planning, no emotions."
21.12.2022 23:13:13,1692,Purposeful sampling,< 1 Minute,Yes,Conversation,"Problem solving, Playing around, Expressing emotions I could not express otherwise",Yes,Negative,5,I don't know,I don't know,5,6,"hurt, angry","I was having an argument with my girlfriend sitting on her kitchen floor and smoking  a cigarette. It was an intense discussion about a topic that I will not explain in further detail. But it was a topic that really triggered both of us and I was very upset and frustrated, felt hurt and outraged. It started during our talking and ended less than a minute later. Because I was very involved in the argument, I cannot tell much about start and end, but I basically caught myself mind wandering and therefore thought it would be interesting. It must have been between 10 and 20 seconds.","My girlfriend was talking to me. I was not able to tell her the things I feel and therefore did it internally. It was like expressing honestly what I would not dare to say out loud.
This time I am completely sure about the modality: because I was also still in the conversation and another part of me was probably even listening, I only heard my own voice internally, saying some sentences directly to her. Because she sat in front of me, it felt exactly like a normal argument would feel, but only the modality of talking was in my mind. 

I was, as stated above already, very upset, angry and felt like I could not express myself to the degree I wanted to. It felt like my impulses were held back in chains and I need to restrain myself because I could hurt the other person with my words. I was also bodily intense. ","this example was very intense, but also interesting and kind of a border case - this is why I included it. I was basically ""on task"" but still I interrupted myself or caught myself thinking these thoughts. therefore I think it's still MW"
26.12.2022 14:22:51,1692,Random sampling,< 1 Minute,Yes,"Activity, Observed by others","Playing around, Imagination of future",Yes,Neutral,3,No,"Both, it changed over time",5,5,"playful, interested","I was lying in bed in the morning, next to my girlfriend. I set the beeping app only ten minutes ago and it already went off (so it was the first beep of the day). I was still sleepy, but also curious what the day would bring. We had a short talk about the upcoming days before and then went silent for some time. In that time, I started MW but only for half a minute or so.","I was imagining myself with my family in the upcoming christmas days. I saw some of these romantisized images of us unpacking christmas presents. I remember seeing my father being kind of annoyed but at the same time could ignore it and continue daydreaming without falling into negative emotions. 
It started with the question if I already had everything done and if I already got all the presents for everyone. This was a bit stressful in the beginning, but I remember feeling quite neutral about the things I saw. It was like various images, almost videos, that went by very fast. First my father, then my mother and brothers. I only saw one of them at a time, even though we were all present. 
I did not feel a lot of agency in these simulations, I was rather observing and trying not to judge what I would see. ","I don't remember any talking in this episode, although it was very social, so I did not tick the box ""conversation"""
26.12.2022 14:38:36,1692,Purposeful sampling,< 1 Minute,No,,"Imagination of future, stabilization of self-concept (?)",Yes,Negative,5,No,No,4,3,"self destructive, pessimistic","I was sitting in the garden with my grandma, having a cigarette. We were talking (smalltalk) and she was telling a story very vividly and enthusiasticly, like she always does. I heard that story at least three times before. I do not remember when exactly it started, but I noticed that I was not listening anymore after perhaps one minute and then decided to listen again. 
(I have to mention, despite the fact that this is not experience, that this always happens when talking to my grandma... she would not engage in a real conversation/dialogue but just prefers to talk and that makes me mind wander all the time)","I was triggered by being bored when talking to her... It started with ideas about family dynamics and how they influence how I am today and how it sometimes feels like everything can be traced back in family history. Like how I am, how I feel and behave, is determined and fixed by interactions that happened long ago. I felt like not having any chance to change and like I was a playing character in a story that someone else has written.
It presented itself as ""self talk"". I dont remember anyone else being involved and it was just thoughts, spoken in articulate sentences. Like giving a speech that I prepared for an audience, already hundreds of times... Like a monologue from a play. (And now that I think of it, I could imagine that it was really more articulate and formulated sentences, because I repeat them so often and regularly)
I formulate these sentences in an ""I-form"" like: I am... I know that... I can not... I will always... I need...  
I did not feel agency and I also didn't like it. The topic did not change a lot over time. emotions maybe got stronger and stronger until I recognized what I was doing and recognized that I wanted it to stop. 
I could hear my grandma talking the whole time but had no idea what she said. ",
